transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0015328,V00443,2025-02-10,Credit Memo,401.21,USD,1001,Accounts Receivable,Transaction for V00443,Hold,INV265890,,
TXN0015329,V00125,2023-02-01,Refund,29.47,USD,1024,Professional Services,Transaction for V00125,Pending,,REF23615,
TXN0015330,V00280,2024-01-13,Refund,26411.2,USD,1019,Office Supplies,Transaction for V00280,Pending,,REF69196,
TXN0015331,V00163,2025-11-08,Credit Memo,746.18,USD,1031,Software Licenses,Transaction for V00163,Pending,,REF66105,
TXN0015332,V00278,2023-05-25,Invoice,20.94,USD,1025,Depreciation,Transaction for V00278,Rejected,INV555080,REF62040,
TXN0015333,V00245,2023-07-14,Invoice,291.39,USD,1026,Vendor Payments,Transaction for V00245,Rejected,,,
TXN0015334,V00191,2023-09-16,Refund,524.53,USD,1005,Accounts Payable,Transaction for V00191,Pending,INV889189,REF78018,
TXN0015335,V00335,2025-09-12,Payment,792.15,USD,1013,Service Revenue,Transaction for V00335,Pending,INV537245,REF92261,
TXN0015336,V00459,2024-05-18,Payment,1931.89,USD,1009,Common Stock,Transaction for V00459,Hold,INV911135,,
TXN0015337,V00431,2024-04-03,Expense,479.68,USD,1017,Rent,Transaction for V00431,Completed,INV351486,REF90430,Data quality issue
TXN0015338,V00381,2025-10-12,Refund,112.27,USD,1030,Research & Development,Transaction for V00381,Rejected,INV502201,REF48658,
TXN0015339,V00514,2025-03-30,Credit Memo,4799.76,USD,1007,Long-term Debt,Transaction for V00514,Hold,,,
TXN0015340,V00043,2025-02-02,Payment,137.75,USD,1023,Insurance,Transaction for V00043,Rejected,,REF60250,
TXN0015341,V00416,2025-10-07,Payment,55.81,USD,1019,Office Supplies,Transaction for V00416,Hold,INV273971,REF32157,
TXN0015342,V00254,2025-06-04,Credit Memo,12492.41,USD,1018,Utilities,Transaction for V00254,Rejected,INV812649,REF59293,
TXN0015343,V00313,2023-11-11,Invoice,2272.56,USD,1020,Travel,Transaction for V00313,Pending,,REF21596,
TXN0015344,V00541,2025-10-11,Payment,216.88,USD,1006,Short-term Debt,Transaction for V00541,Completed,INV403752,,
TXN0015345,V00313,2025-01-18,Refund,133.32,USD,1012,Product Sales,Transaction for V00313,Rejected,,REF84052,
TXN0015346,V00531,2023-01-21,Payment,148.06,USD,1011,Additional Paid-in Capital,Transaction for V00531,Pending,INV675380,,Data quality issue
TXN0015347,V00323,2025-06-25,Payment,40.64,USD,1002,Inventory,Transaction for V00323,Pending,INV915292,REF77866,
TXN0015348,V00150,2023-08-13,Payment,101.17,USD,1006,Short-term Debt,Transaction for V00150,Rejected,INV670801,REF99459,
TXN0015349,V00504,2023-02-22,Invoice,171.16,USD,1000,Cash,Transaction for V00504,Completed,,,
TXN0015350,V00153,2025-04-01,Invoice,788.54,USD,1003,Equipment,Transaction for V00153,Hold,INV551640,,
TXN0015351,V00448,2025-03-31,Invoice,369.34,USD,1029,Shipping & Logistics,Transaction for V00448,Rejected,INV492273,REF53679,
TXN0015352,V00448,2025-08-26,Expense,6276.13,USD,1021,Marketing,Transaction for V00448,Pending,INV178607,REF39818,Data quality issue
TXN0015353,V00478,2024-11-23,Invoice,8.32,USD,1008,Accrued Expenses,Transaction for V00478,Completed,,REF59896,Data quality issue
TXN0015354,V00144,2024-10-12,Expense,24.09,USD,1013,Service Revenue,Transaction for V00144,Completed,,,
TXN0015355,V00422,2024-05-03,Payment,399.76,USD,1028,Benefits,Transaction for V00422,Completed,INV212580,REF36000,
TXN0015356,V00145,2025-09-08,Invoice,281.26,USD,1012,Product Sales,Transaction for V00145,Hold,INV943195,REF84941,
TXN0015357,V00499,2023-08-06,Refund,40.62,USD,1028,Benefits,Transaction for V00499,Completed,INV730234,REF54403,
TXN0015358,V00254,2025-11-18,Payment,528.0,USD,1005,Accounts Payable,Transaction for V00254,Completed,,,
TXN0015359,V00017,2023-07-05,Refund,33.61,USD,1030,Research & Development,Transaction for V00017,Rejected,INV835906,,
TXN0015360,V00429,2025-11-24,Expense,20184.51,USD,1007,Long-term Debt,Transaction for V00429,Rejected,INV296387,,
TXN0015361,V00383,2024-05-27,Invoice,3760.49,USD,1016,Salaries & Wages,Transaction for V00383,Hold,INV370043,REF52262,
TXN0015362,V00393,2023-01-29,Expense,354.31,USD,1006,Short-term Debt,Transaction for V00393,Completed,INV532024,REF96138,
TXN0015363,V00043,2024-08-01,Credit Memo,41.78,USD,1014,Subscription Revenue,Transaction for V00043,Completed,INV886692,REF14365,
TXN0015364,V00400,2023-08-20,Invoice,32.29,USD,1027,Payroll Tax,Transaction for V00400,Completed,INV198031,REF22346,
TXN0015365,V00548,2024-06-24,Expense,202.89,USD,1006,Short-term Debt,Transaction for V00548,Completed,INV917207,,
TXN0015366,V00444,2023-11-05,Invoice,6917.31,USD,1002,Inventory,Transaction for V00444,Completed,INV912692,REF76512,
TXN0015367,V00142,2024-06-27,Payment,45.56,USD,1025,Depreciation,Transaction for V00142,Hold,,REF39961,
TXN0015368,V00462,2025-05-08,Invoice,3787.52,USD,1005,Accounts Payable,Transaction for V00462,Completed,INV511244,REF43378,
TXN0015369,V00280,2023-12-24,Credit Memo,1544.12,USD,1002,Inventory,Transaction for V00280,Pending,INV492180,REF61534,
TXN0015370,V00305,2024-12-19,Refund,98.27,USD,1000,Cash,Transaction for V00305,Pending,INV408367,REF55627,
TXN0015371,V00425,2025-12-14,Refund,667.17,USD,1004,Prepaid Expenses,Transaction for V00425,Completed,INV508177,,Data quality issue
TXN0015372,V00144,2023-01-03,Payment,3135.5,USD,1019,Office Supplies,Transaction for V00144,Hold,,,
TXN0015373,V00148,2025-12-04,Expense,91.31,USD,1009,Common Stock,Transaction for V00148,Completed,INV533266,REF57728,
TXN0015374,V00235,2023-12-17,Payment,29.16,USD,1017,Rent,Transaction for V00235,Pending,INV371267,REF38123,
TXN0015375,V00044,2024-12-09,Credit Memo,181.84,USD,1024,Professional Services,Transaction for V00044,Pending,,,
TXN0015376,V00396,2025-01-04,Expense,39.13,USD,1029,Shipping & Logistics,Transaction for V00396,Rejected,INV881797,REF79338,Data quality issue
TXN0015377,V00463,2023-09-26,Refund,2355.77,USD,1026,Vendor Payments,Transaction for V00463,Completed,,REF86908,
TXN0015378,V00396,2023-06-08,Payment,75.5,USD,1000,Cash,Transaction for V00396,Hold,INV992298,,
TXN0015379,V00378,2023-11-27,Credit Memo,33.49,USD,1008,Accrued Expenses,Transaction for V00378,Pending,INV466659,REF18835,
TXN0015380,V00112,2025-05-24,Payment,2634.81,USD,1009,Common Stock,Transaction for V00112,Hold,INV309948,,Data quality issue
TXN0015381,V00400,2024-08-31,Refund,42.27,USD,1019,Office Supplies,Transaction for V00400,Completed,INV524719,REF29855,
TXN0015382,V00537,2025-04-09,Invoice,229.7,USD,1007,Long-term Debt,Transaction for V00537,Hold,INV559304,REF22517,
TXN0015383,V00377,2023-03-16,Refund,4983.58,USD,1031,Software Licenses,Transaction for V00377,Completed,INV175204,REF61160,
TXN0015384,V00282,2023-10-03,Refund,1451.22,USD,1004,Prepaid Expenses,Transaction for V00282,Rejected,INV254615,REF49471,
TXN0015385,V00514,2025-10-10,Invoice,305.92,USD,1000,Cash,Transaction for V00514,Pending,INV229087,REF94106,
TXN0015386,V00398,2024-06-06,Invoice,13.44,USD,1015,Consulting,Transaction for V00398,Completed,INV224700,REF56296,
TXN0015387,V00228,2025-01-11,Refund,6524.9,USD,1010,Retained Earnings,Transaction for V00228,Rejected,INV620777,REF83820,
TXN0015388,V00122,2024-11-21,Invoice,2189.63,USD,1029,Shipping & Logistics,Transaction for V00122,Completed,,,
TXN0015389,V00179,2025-04-28,Expense,60.39,USD,1026,Vendor Payments,Transaction for V00179,Completed,INV161870,,
TXN0015390,V00377,2024-04-14,Payment,216.57,USD,1031,Software Licenses,Transaction for V00377,Rejected,,REF19565,
TXN0015391,V00425,2024-10-21,Payment,1222.41,USD,1002,Inventory,Transaction for V00425,Completed,INV799866,REF64644,
TXN0015392,V00225,2025-01-27,Payment,1142.36,USD,1025,Depreciation,Transaction for V00225,Rejected,INV234180,,
TXN0015393,V00285,2025-07-14,Expense,5665.38,USD,1006,Short-term Debt,Transaction for V00285,Hold,,REF93926,
TXN0015394,V00045,2023-01-27,Expense,10383.27,USD,1030,Research & Development,Transaction for V00045,Hold,INV616365,REF42278,
TXN0015395,V00305,2023-12-28,Credit Memo,15.49,USD,1027,Payroll Tax,Transaction for V00305,Rejected,INV408464,REF60227,
TXN0015396,V00199,2024-07-06,Payment,395.63,USD,1029,Shipping & Logistics,Transaction for V00199,Completed,INV511492,REF61195,Data quality issue
TXN0015397,V00010,2023-08-24,Refund,592.12,USD,1028,Benefits,Transaction for V00010,Hold,INV626068,REF69261,
TXN0015398,V00499,2024-05-15,Refund,102.94,USD,1013,Service Revenue,Transaction for V00499,Pending,,REF72621,
TXN0015399,V00279,2025-11-19,Payment,359.53,USD,1029,Shipping & Logistics,Transaction for V00279,Hold,INV966255,REF44379,
TXN0015400,V00171,2025-09-01,Payment,234.75,USD,1018,Utilities,Transaction for V00171,Hold,INV180043,REF36205,
TXN0015401,V00408,2025-12-06,Credit Memo,3250.2,USD,1024,Professional Services,Transaction for V00408,Pending,,,Data quality issue
TXN0015402,V00141,2024-09-25,Credit Memo,19.66,USD,1016,Salaries & Wages,Transaction for V00141,Completed,INV968563,REF11549,
TXN0015403,V00442,2024-10-22,Invoice,12.96,USD,1010,Retained Earnings,Transaction for V00442,Completed,INV354023,REF38995,Data quality issue
TXN0015404,V00251,2023-05-18,Invoice,255.39,USD,1009,Common Stock,Transaction for V00251,Completed,INV188212,,
TXN0015405,V00528,2025-08-18,Refund,1933.23,USD,1012,Product Sales,Transaction for V00528,Completed,,,
TXN0015406,V00416,2024-07-08,Invoice,241.16,USD,1008,Accrued Expenses,Transaction for V00416,Hold,INV904365,REF19697,Data quality issue
TXN0015407,V00531,2023-09-14,Invoice,39325.11,USD,1020,Travel,Transaction for V00531,Hold,INV734149,REF79302,
TXN0015408,V00398,2024-05-30,Expense,9796.37,USD,1031,Software Licenses,Transaction for V00398,Completed,INV809536,,
TXN0015409,V00010,2024-12-30,Expense,666.47,USD,1012,Product Sales,Transaction for V00010,Hold,INV344636,REF52097,
TXN0015410,V00537,2024-09-25,Expense,99.91,USD,1018,Utilities,Transaction for V00537,Hold,INV666240,,
TXN0015411,V00113,2024-07-26,Invoice,222.27,USD,1018,Utilities,Transaction for V00113,Rejected,INV393464,REF91530,
TXN0015412,V00112,2023-12-14,Credit Memo,13173.7,USD,1019,Office Supplies,Transaction for V00112,Rejected,INV401921,REF15003,
TXN0015413,V00116,2023-02-22,Credit Memo,842.36,USD,1023,Insurance,Transaction for V00116,Rejected,INV800894,REF30361,
TXN0015414,V00531,2023-02-12,Expense,150.07,USD,1005,Accounts Payable,Transaction for V00531,Hold,INV263559,REF23595,
TXN0015415,V00138,2023-04-16,Expense,1657.72,USD,1015,Consulting,Transaction for V00138,Completed,INV175584,,
TXN0015416,V00514,2024-12-21,Credit Memo,65.33,USD,1025,Depreciation,Transaction for V00514,Completed,,REF25623,
TXN0015417,V00127,2024-11-09,Expense,961.09,USD,1031,Software Licenses,Transaction for V00127,Completed,,REF89702,
TXN0015418,V00527,2024-08-04,Expense,3.18,USD,1017,Rent,Transaction for V00527,Completed,INV400684,REF97214,
TXN0015419,V00514,2025-11-28,Refund,130.37,USD,1018,Utilities,Transaction for V00514,Completed,INV484291,REF48087,
TXN0015420,V00262,2023-04-13,Credit Memo,243.47,USD,1030,Research & Development,Transaction for V00262,Hold,INV215647,,
TXN0015421,V00053,2025-04-17,Invoice,172.04,USD,1008,Accrued Expenses,Transaction for V00053,Pending,INV215552,REF43505,
TXN0015422,V00302,2024-03-16,Payment,24.63,USD,1009,Common Stock,Transaction for V00302,Completed,INV519268,REF33185,
TXN0015423,V00012,2024-02-23,Payment,50.64,USD,1000,Cash,Transaction for V00012,Completed,INV504550,REF51694,
TXN0015424,V00298,2023-05-16,Expense,282825.79,USD,1028,Benefits,Transaction for V00298,Rejected,,,
TXN0015425,V00400,2024-04-22,Credit Memo,8.47,USD,1001,Accounts Receivable,Transaction for V00400,Rejected,INV902659,,Data quality issue
TXN0015426,V00053,2024-10-28,Refund,4.65,USD,1017,Rent,Transaction for V00053,Pending,INV787455,REF53104,
TXN0015427,V00061,2025-10-31,Credit Memo,510.64,USD,1020,Travel,Transaction for V00061,Rejected,INV522174,REF36125,
TXN0015428,V00171,2023-12-17,Invoice,596.08,USD,1018,Utilities,Transaction for V00171,Pending,INV129141,REF81057,
TXN0015429,V00171,2023-01-03,Refund,6288.66,USD,1020,Travel,Transaction for V00171,Rejected,INV263601,REF62020,
TXN0015430,V00393,2024-08-10,Credit Memo,13.72,USD,1002,Inventory,Transaction for V00393,Completed,INV395295,,
TXN0015431,V00147,2023-09-09,Payment,461.65,USD,1012,Product Sales,Transaction for V00147,Pending,INV569030,REF46197,
TXN0015432,V00499,2023-07-06,Credit Memo,94.3,USD,1003,Equipment,Transaction for V00499,Rejected,INV334521,,
TXN0015433,V00117,2023-07-23,Expense,22.19,USD,1004,Prepaid Expenses,Transaction for V00117,Hold,INV873256,,
TXN0015434,V00366,2024-08-29,Payment,1293.35,USD,1022,Maintenance,Transaction for V00366,Completed,INV819606,REF46600,
TXN0015435,V00017,2023-10-24,Refund,48.56,USD,1019,Office Supplies,Transaction for V00017,Completed,,REF37204,
TXN0015436,V00431,2025-01-30,Expense,1335.04,USD,1030,Research & Development,Transaction for V00431,Pending,INV161908,REF24015,Data quality issue
TXN0015437,V00138,2025-06-11,Invoice,366.4,USD,1013,Service Revenue,Transaction for V00138,Pending,INV305570,REF81219,
TXN0015438,V00150,2024-03-12,Invoice,1813.46,USD,1020,Travel,Transaction for V00150,Pending,INV109183,REF39598,
TXN0015439,V00444,2025-04-24,Payment,621.92,USD,1016,Salaries & Wages,Transaction for V00444,Rejected,INV385227,,
TXN0015440,V00422,2025-11-24,Credit Memo,183.91,USD,1008,Accrued Expenses,Transaction for V00422,Rejected,INV343090,REF69702,Data quality issue
TXN0015441,V00191,2023-03-11,Expense,35.19,USD,1019,Office Supplies,Transaction for V00191,Completed,INV452369,,
TXN0015442,V00335,2025-04-30,Credit Memo,128.6,USD,1022,Maintenance,Transaction for V00335,Completed,INV313260,REF50551,
TXN0015443,V00279,2023-11-02,Refund,213.21,USD,1025,Depreciation,Transaction for V00279,Pending,INV471578,REF75237,
TXN0015444,V00398,2023-03-20,Expense,212.35,USD,1031,Software Licenses,Transaction for V00398,Hold,INV554658,REF90587,
TXN0015445,V00144,2023-04-01,Refund,2292.87,USD,1015,Consulting,Transaction for V00144,Rejected,INV370183,REF20272,
TXN0015446,V00191,2025-11-10,Invoice,79.7,USD,1031,Software Licenses,Transaction for V00191,Completed,INV770622,REF47660,Data quality issue
TXN0015447,V00434,2024-05-18,Refund,101125.2,USD,1030,Research & Development,Transaction for V00434,Hold,INV374619,REF61960,
TXN0015448,V00381,2023-05-13,Expense,233.62,USD,1027,Payroll Tax,Transaction for V00381,Hold,INV400122,REF81826,
TXN0015449,V00279,2024-03-27,Invoice,182.46,USD,1023,Insurance,Transaction for V00279,Rejected,INV145452,REF49052,
TXN0015450,V00456,2023-03-04,Credit Memo,410.53,USD,1009,Common Stock,Transaction for V00456,Hold,INV745427,REF94191,
TXN0015451,V00131,2023-01-15,Refund,3028.07,USD,1027,Payroll Tax,Transaction for V00131,Hold,INV343252,REF65847,
TXN0015452,V00121,2024-03-19,Expense,7146.95,USD,1000,Cash,Transaction for V00121,Pending,,,Data quality issue
TXN0015453,V00262,2023-07-29,Expense,1526.42,USD,1005,Accounts Payable,Transaction for V00262,Rejected,INV693138,REF65239,
TXN0015454,V00514,2025-05-19,Refund,196.29,USD,1029,Shipping & Logistics,Transaction for V00514,Hold,INV699085,REF73770,
TXN0015455,V00447,2025-07-25,Credit Memo,90.66,USD,1021,Marketing,Transaction for V00447,Completed,INV226324,REF21726,
TXN0015456,V00514,2025-08-25,Refund,248.07,USD,1011,Additional Paid-in Capital,Transaction for V00514,Hold,INV535818,,
TXN0015457,V00142,2025-01-13,Payment,89.52,USD,1023,Insurance,Transaction for V00142,Completed,INV867839,REF97790,
TXN0015458,V00162,2023-02-18,Expense,137.4,USD,1023,Insurance,Transaction for V00162,Hold,INV353304,,
TXN0015459,V00290,2023-03-18,Payment,11658.53,USD,1026,Vendor Payments,Transaction for V00290,Completed,INV247928,REF65595,
TXN0015460,V00422,2024-06-19,Payment,306.92,USD,1019,Office Supplies,Transaction for V00422,Rejected,INV437999,REF68367,
TXN0015461,V00416,2023-10-30,Expense,14.29,USD,1004,Prepaid Expenses,Transaction for V00416,Pending,,REF11557,
TXN0015462,V00394,2025-10-25,Invoice,16.8,USD,1018,Utilities,Transaction for V00394,Hold,INV402519,REF39847,
TXN0015463,V00179,2023-07-06,Payment,50.38,USD,1017,Rent,Transaction for V00179,Rejected,INV886116,REF39976,
TXN0015464,V00505,2024-04-28,Credit Memo,1429.89,USD,1016,Salaries & Wages,Transaction for V00505,Rejected,INV816395,REF93455,
TXN0015465,V00396,2023-01-12,Credit Memo,486.83,USD,1022,Maintenance,Transaction for V00396,Completed,INV969258,REF64941,
TXN0015466,V00053,2023-07-02,Credit Memo,12.94,USD,1002,Inventory,Transaction for V00053,Pending,,REF46978,
TXN0015467,V00144,2023-03-15,Invoice,73.85,USD,1012,Product Sales,Transaction for V00144,Rejected,,,
TXN0015468,V00505,2023-12-04,Expense,57.18,USD,1025,Depreciation,Transaction for V00505,Rejected,INV338637,,
TXN0015469,V00531,2023-03-19,Credit Memo,24.58,USD,1014,Subscription Revenue,Transaction for V00531,Completed,,REF30177,
TXN0015470,V00313,2024-11-24,Refund,41.72,USD,1030,Research & Development,Transaction for V00313,Rejected,INV701553,REF32667,
TXN0015471,V00426,2023-03-06,Payment,67.08,USD,1008,Accrued Expenses,Transaction for V00426,Completed,,REF59536,
TXN0015472,V00141,2025-04-07,Invoice,103.81,USD,1003,Equipment,Transaction for V00141,Hold,INV492603,REF76855,
TXN0015473,V00016,2023-03-08,Invoice,461.01,USD,1014,Subscription Revenue,Transaction for V00016,Pending,INV539410,REF98224,
TXN0015474,V00429,2023-04-14,Refund,775.02,USD,1018,Utilities,Transaction for V00429,Completed,,REF95938,Data quality issue
TXN0015475,V00302,2023-03-11,Payment,23.31,USD,1005,Accounts Payable,Transaction for V00302,Rejected,INV421584,REF45057,
TXN0015476,V00112,2024-09-02,Invoice,746.48,USD,1017,Rent,Transaction for V00112,Rejected,INV331594,REF22671,
TXN0015477,V00017,2024-02-17,Credit Memo,885.91,USD,1028,Benefits,Transaction for V00017,Completed,INV110277,,
TXN0015478,V00150,2023-07-16,Expense,864.99,USD,1010,Retained Earnings,Transaction for V00150,Rejected,,,
TXN0015479,V00507,2024-02-03,Credit Memo,6232.51,USD,1015,Consulting,Transaction for V00507,Completed,INV184519,REF95045,Data quality issue
TXN0015480,V00225,2023-11-22,Payment,594.94,USD,1009,Common Stock,Transaction for V00225,Pending,INV642299,REF92153,
TXN0015481,V00179,2023-11-29,Credit Memo,282.46,USD,1016,Salaries & Wages,Transaction for V00179,Rejected,INV910443,REF37212,
TXN0015482,V00230,2023-08-08,Payment,53.98,USD,1031,Software Licenses,Transaction for V00230,Pending,INV107015,,
TXN0015483,V00144,2024-04-16,Refund,273.49,USD,1021,Marketing,Transaction for V00144,Completed,INV196537,REF68446,
TXN0015484,V00051,2024-01-21,Refund,412.76,USD,1025,Depreciation,Transaction for V00051,Rejected,INV207715,REF77362,
TXN0015485,V00368,2025-07-26,Refund,490.42,USD,1001,Accounts Receivable,Transaction for V00368,Completed,,REF31595,Data quality issue
TXN0015486,V00398,2025-05-19,Payment,799.88,USD,1007,Long-term Debt,Transaction for V00398,Pending,INV293057,REF82408,
TXN0015487,V00398,2024-10-19,Refund,5900.16,USD,1011,Additional Paid-in Capital,Transaction for V00398,Rejected,INV903060,REF93536,
TXN0015488,V00507,2024-10-26,Credit Memo,2015.68,USD,1010,Retained Earnings,Transaction for V00507,Hold,INV654302,REF43226,
TXN0015489,V00228,2025-04-14,Refund,74.1,USD,1029,Shipping & Logistics,Transaction for V00228,Rejected,INV149782,REF97381,Data quality issue
TXN0015490,V00483,2025-10-06,Refund,167.31,USD,1024,Professional Services,Transaction for V00483,Pending,INV943283,REF86667,
